Below are data for ortho-tolunitrile in purely electrostatic and CN-HB-conditions with water and MeOH.
Electric fields and HB geometry are reported together with vibrational frequencies and TDMs of the CN.
See 10.26434/chemrxiv-2024-rjm5p for further details

EF_x	EF_y	EF_z	env	HB_angle	HB_distance	v
-9.8190	-9.3969	-17.6685	MeOH	130.00	3.7500	2233.628516
-8.2415	-13.3321	-15.8479	MeOH	110.00	3.7500	2230.965071
-7.4278	-15.4260	-14.9821	MeOH	100.00	3.7500	2229.58747
-6.5588	-17.6498	-14.2444	MeOH	90.00	3.7500	2228.171957
-5.5677	-19.8878	-13.8181	MeOH	80.00	3.7500	2226.629174
-6.3939	-19.4182	-3.4033	MeOH	70.00	3.7500	2226.9103
-11.7956	-0.3543	-19.3575	MeOH	170.00	3.7500	2237.211065
-12.9788	-1.9970	-18.5343	MeOH	160.00	3.7500	2236.794416
-13.9625	-3.6124	-17.4634	MeOH	150.00	3.7500	2236.116413
-14.7662	-5.1464	-16.1810	MeOH	140.00	3.7500	2235.254801
-15.3852	-6.5742	-14.7481	MeOH	130.00	3.7500	2234.301624
-15.8092	-7.8309	-13.1794	MeOH	120.00	3.7500	2233.435116
-15.4202	-7.6705	-10.1432	MeOH	110.00	3.7500	2233.321476
-15.8540	-9.5237	-9.9129	MeOH	100.00	3.7500	2232.189776
-15.4815	-10.9834	-10.7214	MeOH	90.00	3.7500	2229.208925
-9.5786	-12.2045	-8.3550	MeOH	70.00	3.7500	2222.405574
-11.9980	0.8483	-19.1882	MeOH	170.00	3.7500	2237.274316
-13.6361	0.5802	-18.1191	MeOH	160.00	3.7500	2236.949616
-16.4605	0.2923	-15.1919	MeOH	140.00	3.7500	2235.69055
-17.5467	0.2653	-13.4650	MeOH	130.00	3.7500	2234.892476
-20.6418	-0.2523	-10.8207	MeOH	110.00	3.7500	2233.046973
-21.8814	-0.2755	-10.6705	MeOH	100.00	3.7500	2230.395525
-22.3329	-0.0261	-11.8781	MeOH	90.00	3.7500	2222.385898
-9.1712	0.5218	-15.1731	MeOH	170.00	4.0000	2236.189838
-10.4625	0.4041	-14.3849	MeOH	160.00	4.0000	2235.950848
-12.6880	0.4117	-12.2146	MeOH	140.00	4.0000	2235.041053
-13.4895	0.6555	-7.4111	MeOH	120.00	4.0000	2234.706563
-14.1103	-0.6817	-7.5094	MeOH	110.00	4.0000	2233.865394
-11.5054	-5.1124	-8.6020	MeOH	100.00	4.0000	2233.08978
-9.0104	7.7867	-7.8390	MeOH	90.00	4.0000	2231.948962
-6.5639	9.5612	-6.6773	MeOH	80.00	4.0000	2230.539495
-3.3655	6.4152	-10.9105	MeOH	70.00	4.0000	2229.737679
-8.3316	-0.3469	-15.6143	MeOH	170.00	4.0000	2236.12054
-8.5103	-2.0636	-15.4388	MeOH	160.00	4.0000	2235.754377
-8.4385	-3.8158	-15.1197	MeOH	150.00	4.0000	2235.162852
-8.1764	-5.5434	-14.6577	MeOH	140.00	4.0000	2234.390693
-7.7647	-7.1842	-14.0596	MeOH	130.00	4.0000	2233.483586
-6.5761	-10.2779	-12.6893	MeOH	110.00	4.0000	2231.422224
-5.8897	-11.9056	-12.0373	MeOH	100.00	4.0000	2230.29849
-5.0887	-13.6196	-11.4263	MeOH	90.00	4.0000	2229.16247
-1.3860	-15.0851	0.7770	MeOH	70.00	4.0000	2230.080327
-9.0094	-0.0926	-15.2884	MeOH	170.00	4.0000	2236.144152
-9.9555	-1.4192	-14.7046	MeOH	160.00	4.0000	2235.83644
-10.7881	-2.6537	-13.8929	MeOH	150.00	4.0000	2235.341471
-11.4394	-3.8404	-12.9347	MeOH	140.00	4.0000	2234.696101
-11.9414	-4.9399	-11.8909	MeOH	130.00	4.0000	2234.004757
-11.8090	-5.3067	-8.0307	MeOH	110.00	4.0000	2233.513436
-12.0785	-6.7099	-8.1151	MeOH	100.00	4.0000	2232.753754
-11.6790	-7.6747	-9.0036	MeOH	90.00	4.0000	2230.888767
-6.6758	-3.5303	-12.1030	MeOH	80.00	4.0000	2229.311719
-5.6791	-8.5073	-6.8703	MeOH	70.00	4.0000	2225.467336
-9.1255	0.7367	-15.1898	MeOH	170.00	4.0000	2236.194733
-11.6567	0.4002	-13.3801	MeOH	150.00	4.0000	2235.547924
-12.6925	0.3356	-12.2133	MeOH	140.00	4.0000	2235.040861
-14.1793	1.4600	-7.5698	MeOH	110.00	4.0000	2233.561714
-16.8268	-0.2788	-8.9631	MeOH	100.00	4.0000	2231.635587
-16.8490	-0.0435	-10.2870	MeOH	90.00	4.0000	2225.617161
-7.1908	0.4779	-12.2934	MeOH	170.00	4.2500	2235.481314
-9.1696	0.3868	-10.9213	MeOH	150.00	4.2500	2234.999494
-9.9775	0.4292	-10.0365	MeOH	140.00	4.2500	2234.624116
-10.5065	1.0757	-5.9042	MeOH	120.00	4.2500	2234.57699
-11.0537	0.1687	-6.1473	MeOH	110.00	4.2500	2234.005045
-7.7280	3.5852	-9.4784	MeOH	100.00	4.2500	2233.477347
-5.2079	5.0756	-10.3405	MeOH	90.00	4.2500	2232.501423
-4.5457	6.7360	-6.0900	MeOH	80.00	4.2500	2231.579631
-2.0534	6.8079	-5.6875	MeOH	70.00	4.2500	2230.737502
-6.5710	-0.1193	-12.6150	MeOH	170.00	4.2500	2235.431596
-6.7854	-1.4797	-12.4713	MeOH	160.00	4.2500	2235.151334
-6.7416	-2.8927	-12.2508	MeOH	150.00	4.2500	2234.709826
-6.5558	-4.2860	-11.9128	MeOH	140.00	4.2500	2234.124252
-6.2659	-5.6262	-11.4540	MeOH	130.00	4.2500	2233.424462
-5.8486	-6.8639	-10.9355	MeOH	120.00	4.2500	2232.661613
-5.3484	-8.0572	-10.3947	MeOH	110.00	4.2500	2231.836185
-0.3323	-10.9067	1.0021	MeOH	70.00	4.2500	2231.515132
-7.0180	-0.0394	-12.4197	MeOH	170.00	4.2500	2235.448585
-7.8428	-1.0296	-11.9404	MeOH	160.00	4.2500	2235.213434
-8.5306	-2.0044	-11.3118	MeOH	150.00	4.2500	2234.839112
-9.0545	-2.9203	-10.5661	MeOH	140.00	4.2500	2234.360267
-9.4352	-3.7869	-9.7743	MeOH	130.00	4.2500	2233.831417
-8.5114	-0.5859	-7.0459	MeOH	110.00	4.2500	2233.668539
-8.1809	-1.3429	-8.1703	MeOH	100.00	4.2500	2233.655102
-7.8968	-1.8552	-9.7041	MeOH	90.00	4.2500	2233.171171
-7.2047	-2.5683	-11.0079	MeOH	80.00	4.2500	2230.623958
-5.2369	-4.1232	-10.0466	MeOH	70.00	4.2500	2227.807521
-7.1376	0.6201	-12.3154	MeOH	170.00	4.2500	2235.486593
-8.2358	0.1907	-11.7595	MeOH	160.00	4.2500	2235.278988
-9.1736	0.3640	-10.9218	MeOH	150.00	4.2500	2234.998054
-9.9817	0.3365	-10.0327	MeOH	140.00	4.2500	2234.62402
-10.4260	1.7800	-5.9620	MeOH	120.00	4.2500	2234.550596
-11.0296	1.4635	-6.2501	MeOH	110.00	4.2500	2233.870961
-13.0889	-0.2117	-7.6742	MeOH	100.00	4.2500	2232.517931
-12.8081	-0.0510	-9.0588	MeOH	90.00	4.2500	2228.421793
-5.7413	0.3625	-10.2091	MeOH	170.00	4.5000	2234.994023
-8.0222	0.4284	-8.4010	MeOH	140.00	4.5000	2234.344047
-8.7373	3.3349	-4.5733	MeOH	120.00	4.5000	2233.510268
-6.7439	4.6475	-9.5775	MeOH	90.00	4.5000	2232.923159
-3.4649	6.9986	-8.4274	MeOH	80.00	4.5000	2232.311382
0.9722	5.4692	-6.4830	MeOH	70.00	4.5000	2232.384807
-5.3238	0.0326	-10.4091	MeOH	170.00	4.5000	2234.95064
-5.5124	-1.0782	-10.3070	MeOH	160.00	4.5000	2234.740348
-5.4946	-2.2328	-10.1413	MeOH	150.00	4.5000	2234.40557
-5.3750	-3.3707	-9.8721	MeOH	140.00	4.5000	2233.957247
-5.1537	-4.4785	-9.5196	MeOH	130.00	4.5000	2233.414672
-4.8353	-5.4975	-9.1053	MeOH	120.00	4.5000	2232.810286
-4.4277	-6.4399	-8.6669	MeOH	110.00	4.5000	2232.16626
-3.9517	-7.3912	-8.2453	MeOH	100.00	4.5000	2231.470981
0.8264	-8.2703	0.6663	MeOH	80.00	4.5000	2233.447785
0.2641	-7.9696	1.3287	MeOH	70.00	4.5000	2232.538471
-5.6115	0.0098	-10.2925	MeOH	170.00	4.5000	2234.962158
-6.3146	-0.7703	-9.9027	MeOH	160.00	4.5000	2234.78757
-6.8984	-1.5362	-9.3908	MeOH	150.00	4.5000	2234.498574
-7.3310	-2.2657	-8.7998	MeOH	140.00	4.5000	2234.141145
-7.6211	-2.9595	-8.1774	MeOH	130.00	4.5000	2233.730063
-8.8370	0.1095	-5.8357	MeOH	110.00	4.5000	2233.685912
-8.2535	-1.9087	-8.5223	MeOH	90.00	4.5000	2233.159366
-7.7666	-2.7419	-9.7197	MeOH	80.00	4.5000	2231.361564
-6.5736	-3.8083	-9.3763	MeOH	70.00	4.5000	2228.863205
-5.6625	0.2033	-10.2746	MeOH	170.00	4.5000	2234.983465
-6.6165	0.1670	-9.7544	MeOH	160.00	4.5000	2234.834025
-7.3985	-0.2854	-9.0945	MeOH	150.00	4.5000	2234.619509
-8.0286	0.3226	-8.3963	MeOH	140.00	4.5000	2234.344814
-8.1556	4.5345	-4.7733	MeOH	120.00	4.5000	2233.417072
-7.8922	4.3522	-6.8395	MeOH	110.00	4.5000	2233.941027
-8.5405	3.4565	-8.5533	MeOH	100.00	4.5000	2233.369082
-9.9857	-0.0412	-7.9199	MeOH	90.00	4.5000	2230.560707
-9.4156	-0.0495	-9.4435	MeOH	80.00	4.5000	2221.402679
-6.5725	0.4102	-7.1326	MeOH	140.00	4.7500	2234.155062
-10.3506	2.1074	-0.8609	MeOH	120.00	4.7500	2234.023569
-9.5374	2.9416	-6.0541	MeOH	110.00	4.7500	2233.780644
-9.1819	1.8856	-7.3085	MeOH	100.00	4.7500	2233.46343
-7.8137	3.7216	-8.4271	MeOH	90.00	4.7500	2232.965486
-5.4362	6.1332	-7.6409	MeOH	80.00	4.7500	2232.222697
-1.1531	5.9746	-5.5986	MeOH	70.00	4.7500	2232.27251
-4.3862	0.1214	-8.7536	MeOH	170.00	4.7500	2234.614422
-4.5449	-0.8111	-8.6789	MeOH	160.00	4.7500	2234.450297
-4.5574	-1.7576	-8.5388	MeOH	150.00	4.7500	2234.195758
-4.4782	-2.7021	-8.3171	MeOH	140.00	4.7500	2233.851189
-4.3009	-3.6249	-8.0353	MeOH	130.00	4.7500	2233.426478
-4.0570	-4.4879	-7.6996	MeOH	120.00	4.7500	2232.940051
-3.7345	-5.2504	-7.3358	MeOH	110.00	4.7500	2232.429342
-3.3236	-5.9820	-6.9839	MeOH	100.00	4.7500	2231.891278
0.7943	-8.6352	0.8253	MeOH	80.00	4.7500	2234.516523
1.1695	-5.9546	1.8582	MeOH	70.00	4.7500	2233.196606
-5.1757	-0.6071	-8.3551	MeOH	160.00	4.7500	2234.488113
-5.6852	-1.2028	-7.9245	MeOH	150.00	4.7500	2234.266495
-6.0412	-1.7954	-7.4352	MeOH	140.00	4.7500	2233.992664
-6.2667	-2.3563	-6.9368	MeOH	130.00	4.7500	2233.67449
-9.6900	-0.7439	-4.9534	MeOH	110.00	4.7500	2233.552692
-9.1052	-1.2254	-6.2226	MeOH	100.00	4.7500	2233.335873
-8.4237	-2.1604	-7.3353	MeOH	90.00	4.7500	2232.963854
-7.8224	-2.9002	-8.3556	MeOH	80.00	4.7500	2231.835513
-7.3389	-4.1049	-8.3855	MeOH	70.00	4.7500	2230.032433
-4.6227	0.1721	-8.6563	MeOH	170.00	4.7500	2234.640433
-6.0729	0.2627	-7.6945	MeOH	150.00	4.7500	2234.357868
-6.5839	0.2968	-7.1277	MeOH	140.00	4.7500	2234.15583
-10.4085	1.7202	-0.8643	MeOH	120.00	4.7500	2234.011572
-9.4528	4.0026	-6.4342	MeOH	110.00	4.7500	2233.714802
-9.4293	2.8972	-7.7364	MeOH	100.00	4.7500	2233.370042
-8.0234	-0.0289	-6.8223	MeOH	90.00	4.7500	2232.006934
-7.0529	-0.0451	-8.5857	MeOH	80.00	4.7500	2225.759404
-5.0815	0.1470	-6.5964	MeOH	150.00	5.0000	2234.178193
-5.4579	0.4207	-6.1228	MeOH	140.00	5.0000	2234.022994
-10.4140	2.1754	-5.2566	MeOH	110.00	5.0000	2233.58091
-9.0759	1.5587	-6.2838	MeOH	100.00	5.0000	2233.383479
-6.3856	4.4275	-6.9024	MeOH	80.00	5.0000	2232.239973
-3.6562	0.1403	-7.4867	MeOH	170.00	5.0000	2234.373033
-3.8212	-0.6164	-7.4103	MeOH	160.00	5.0000	2234.248547
-3.8486	-1.4174	-7.2873	MeOH	150.00	5.0000	2234.047852
-3.7878	-2.2130	-7.1008	MeOH	140.00	5.0000	2233.776805
-3.6382	-2.9878	-6.8684	MeOH	130.00	5.0000	2233.444618
-3.4354	-3.7138	-6.5911	MeOH	120.00	5.0000	2233.056379
-3.1697	-4.3459	-6.2876	MeOH	110.00	5.0000	2232.640786
-2.8384	-4.9314	-5.9951	MeOH	100.00	5.0000	2232.21569
1.6240	-8.5840	2.0439	MeOH	70.00	5.0000	2234.440123
-4.3223	-0.4810	-7.1427	MeOH	160.00	5.0000	2234.280892
-4.7552	-0.9820	-6.7829	MeOH	150.00	5.0000	2234.104097
-5.0604	-1.4570	-6.3729	MeOH	140.00	5.0000	2233.892557
-10.2294	-7.2403	-2.9950	MeOH	110.00	5.0000	2234.082213
-8.2848	-2.4633	-6.2238	MeOH	90.00	5.0000	2232.825643
-4.1375	-6.6519	-5.6336	MeOH	70.00	5.0000	2232.306487
-5.0802	0.1682	-6.5978	MeOH	150.00	5.0000	2234.177905
-5.9381	0.5325	-5.1200	MeOH	120.00	5.0000	2233.781508
-10.6708	2.9120	-5.6261	MeOH	110.00	5.0000	2233.514108
-9.3002	2.3382	-6.6041	MeOH	100.00	5.0000	2233.361115
-6.5528	-0.0208	-5.8661	MeOH	90.00	5.0000	2232.771702
-5.4929	-0.0486	-7.7434	MeOH	80.00	5.0000	2229.079256
EF_x	EF_y	EF_z	env	HB_angle	HB_distance	TDM
0	0	0	elec	0	999	0.037595309
-3.723380038	-0.001567022	-6.883576005	elec	0	999	0.041279045
-7.451419239	-0.002271277	-13.76840403	elec	0	999	0.044628117
-11.17853568	-0.003265172	-20.65583192	elec	0	999	0.04837807
-14.90719254	-0.004443488	-27.54507606	elec	0	999	0.052161433
-18.63701505	-0.005583307	-34.4363611	elec	0	999	0.055981347
0	0	0	elec	0	999	0.037595309
0.182495518	-3.781479882	-0.244555081	elec	0	999	0.037624991
0.173564961	-7.555812456	-0.559672941	elec	0	999	0.037715959
-0.075788521	-11.34702109	-0.959634228	elec	0	999	0.03787861
-0.572512756	-15.12711607	-1.448194591	elec	0	999	0.038115175
-1.335587988	-18.8727542	-2.03503568	elec	0	999	0.038437009
-2.299574817	-22.55831767	-2.710440422	elec	0	999	0.038817648
-3.658781362	-26.14823678	-3.54079515	elec	0	999	0.0393369
-5.323023587	-29.57271028	-4.532704498	elec	0	999	0.039972569
-7.284438025	-32.75955223	-5.749004248	elec	0	999	0.040742459
-9.562892303	-35.48556262	-7.384453509	elec	0	999	0.041703272
0	0	0	elec	0	999	0.037595309
-3.089695293	-0.329362107	2.212935826	elec	0	999	0.037460258
-6.22791191	-0.671846908	4.394899549	elec	0	999	0.037350711
-9.385984734	-0.992266371	6.547561004	elec	0	999	0.037273952
-12.57317097	-1.324457154	8.669186414	elec	0	999	0.037227546
-15.78584323	-1.631933317	10.76299832	elec	0	999	0.037215369
-19.00812888	-1.931026854	12.83409422	elec	0	999	0.037230899
-22.27394866	-2.218936074	14.87370279	elec	0	999	0.037277248
-25.56747243	-2.496709183	16.88684911	elec	0	999	0.037353927
-28.88878949	-2.764752944	18.8745211	elec	0	999	0.037460418
-32.21457218	-3.027583679	20.84747638	elec	0	999	0.037581527
-3.691357143	-0.000588531	-6.894145295	elec	0	999	0.040759955
-4.784034692	-0.001000319	-8.908254642	elec	0	999	0.041627188
-6.454864335	-0.001503017	-11.97624975	elec	0	999	0.042913028
-9.2079116	-0.002258543	-17.01153007	elec	0	999	0.044944421
-7.39537165	-0.001231637	-13.79045597	elec	0	999	0.043959135
-9.582005673	-0.00168503	-17.82103251	elec	0	999	0.045708554
-12.92583563	-0.002650271	-23.96326087	elec	0	999	0.048310666
-18.43889184	-0.003844826	-34.05300687	elec	0	999	0.052444171
-11.10117803	-0.0016338	-20.68965934	elec	0	999	0.047182197
-14.38310308	-0.002383288	-26.73935657	elec	0	999	0.049830578
-19.40316039	-0.003395893	-35.96330649	elec	0	999	0.053783931
-14.8091499	-0.002170437	-27.59185047	elec	0	999	0.050430853
-19.1876453	-0.00297931	-35.66408566	elec	0	999	0.053996787
-1.091001153	-4.97628406	-1.833536504	elec	0	999	0.038764889
-1.689581284	-6.729164963	-2.711172953	elec	0	999	0.039347334
-2.872248688	-9.614615164	-4.282297789	elec	0	999	0.040400747
-5.774394613	-14.8769497	-7.581999902	elec	0	999	0.042639781
-2.782105176	-10.04095851	-3.994677558	elec	0	999	0.040173129
-4.57052968	-13.65386586	-6.079045913	elec	0	999	0.041561469
-8.697335564	-19.60166889	-10.23359476	elec	0	999	0.044349081
-24.39077506	-30.72040317	-23.00146724	elec	0	999	0.052853679
-5.188451364	-15.17653861	-6.553429493	elec	0	999	0.041845281
-9.077728264	-20.58148139	-10.37452588	elec	0	999	0.044383576
-19.68123439	-29.64574247	-19.28134841	elec	0	999	0.050337144
-8.491254763	-20.22182068	-9.628049833	elec	0	999	0.043850505
-15.75730349	-27.5126255	-15.94814362	elec	0	999	0.048053128
-4.54699051	0.010444499	1.882523108	elec	0	999	0.038160872
-6.116327849	0.013725605	2.304664239	elec	0	999	0.0384536
-8.677667549	0.0177356	2.793059685	elec	0	999	0.038982158
-13.45482389	0.022098636	3.169841516	elec	0	999	0.040096404
-9.222915509	0.019337827	3.707931431	elec	0	999	0.038824862
-17.91404598	0.025342868	5.379179185	elec	0	999	0.040679456
-28.63549518	0.024549071	5.807352398	elec	0	999	0.043402008
-14.03054177	0.024545912	5.471550564	elec	0	999	0.03957107
-19.11347372	0.026832464	6.597629888	elec	0	999	0.040644772
-27.83542482	0.026687176	7.719903354	elec	0	999	0.042700853
-46.51688325	0.000291212	7.668067881	elec	0	999	0.047825323
-18.98247638	0.027473187	7.170000312	elec	0	999	0.040402018
-26.05720721	0.027804494	8.565078382	elec	0	999	0.041973773
-38.6064441	0.023780547	9.771250873	elec	0	999	0.045070251
-68.50974738	-0.000945249	8.337305238	elec	0	999	0.053730282
-3.775372897	-3.39833446	0.523677055	elec	0	999	0.038451791
-5.229234024	-4.533402301	0.45852822	elec	0	999	0.03889244
-7.716754382	-6.300202889	0.211558236	elec	0	999	0.039694709
-12.6650769	-8.886170825	-0.591930774	elec	0	999	0.041385982
-7.92255989	-6.652850539	0.910424549	elec	0	999	0.039458947
-11.17354421	-8.818949404	0.664165721	elec	0	999	0.040462853
-17.12505219	-11.85495869	-0.176271201	elec	0	999	0.042422252
-30.87642584	-16.18300769	-3.054245386	elec	0	999	0.047157969
-12.45304034	-9.762210083	1.140568674	elec	0	999	0.040614393
-17.96288531	-12.54008841	0.506566951	elec	0	999	0.042376469
-28.63441578	-16.68308395	-1.412602187	elec	0	999	0.04596308
-60.19774854	-20.0453801	-9.90006698	elec	0	999	0.057335258
-17.44761686	-12.43799614	1.141792542	elec	0	999	0.041972397
-25.65842326	-15.99145901	-0.04909013	elec	0	999	0.044632658
-43.08728432	-20.29182763	-3.947895251	elec	0	999	0.050747364
-3.129747409	-3.00429784	-5.723166809	elec	0	999	0.040370341
-4.171136323	-3.899408581	-7.532852398	elec	0	999	0.041223853
-5.869565111	-5.231214002	-10.399901	elec	0	999	0.042554779
-8.984328154	-7.255084854	-15.43339547	elec	0	999	0.044823576
-6.559720452	-5.814660036	-11.66563785	elec	0	999	0.043287723
-8.88232103	-7.432876764	-15.48210902	elec	0	999	0.04509596
-12.81369395	-9.66938336	-21.68435193	elec	0	999	0.047976727
-20.37964859	-12.48849424	-33.02967564	elec	0	999	0.053054859
-10.27475454	-8.408119407	-17.82753803	elec	0	999	0.046330228
-14.09779019	-10.5444697	-23.84186484	elec	0	999	0.049189993
-20.73812155	-13.23078283	-33.80114959	elec	0	999	0.053827874
-14.25977854	-10.76599979	-24.20403362	elec	0	999	0.049496312
-19.80980382	-13.22723009	-32.59232821	elec	0	999	0.053515236
-5.645849156	0.007104285	-3.848569249	elec	0	999	0.040176594
-7.444797289	0.009601644	-5.060608144	elec	0	999	0.040955693
-10.28149768	0.012833133	-6.966961199	elec	0	999	0.042156054
-15.1669219	0.016084404	-10.25485858	elec	0	999	0.044161353
-11.36374957	0.013338692	-7.770847359	elec	0	999	0.042834025
-15.02045492	0.015797751	-10.26484847	elec	0	999	0.044440028
-20.83551637	0.01742537	-14.25140436	elec	0	999	0.046948388
-31.01329492	0.016448674	-21.35179587	elec	0	999	0.051240652
-17.14602639	0.016667978	-11.76825539	elec	0	999	0.045549645
-22.71918843	0.017860387	-15.61625297	elec	0	999	0.048029937
-31.65116378	0.01694055	-21.86218117	elec	0	999	0.051952815
-22.99256295	0.018172293	-15.84179333	elec	0	999	0.048323322
-30.53920915	0.01767584	-21.11623391	elec	0	999	0.051725383
-42.71546733	0.014304708	-29.79863412	elec	0	999	0.057168254
-4.962144497	-2.4167811	-3.582932791	elec	0	999	0.040007556
-6.619802535	-3.127948347	-4.76983125	elec	0	999	0.040785381
-9.312534938	-4.168904419	-6.679563741	elec	0	999	0.042015906
-14.18818679	-5.705701107	-10.10086717	elec	0	999	0.04415462
-10.17580322	-4.626514724	-7.329017764	elec	0	999	0.042551414
-13.70962705	-5.864947604	-9.85337343	elec	0	999	0.044198527
-19.60109828	-7.518868576	-14.04396421	elec	0	999	0.046867858
-30.80891436	-9.49884408	-22.01171994	elec	0	999	0.05176321
-15.63125551	-6.610526732	-11.24390694	elec	0	999	0.045205485
-21.30623155	-8.184765395	-15.26901377	elec	0	999	0.047825801
-30.86774775	-9.992299183	-22.12680038	elec	0	999	0.052175442
-21.37841241	-8.367545592	-15.33456481	elec	0	999	0.047980491
-29.27860407	-10.11807308	-21.00419557	elec	0	999	0.051655593
-42.84293287	-11.78983189	-30.89812633	elec	0	999	0.05785048
-38.08880694	0.087123859	-48.23371711	H2O	160	3.000640822	0.053572327
-42.10267439	0.065319918	-44.5907784	H2O	150	2.990928452	0.05364009
-45.77068803	-0.188262765	-40.23636379	H2O	140	2.981266709	0.053689474
-49.14156211	-0.128926628	-35.23308997	H2O	130	2.973246017	0.05377808
-51.75730958	-0.326458953	-30.13807464	H2O	120	2.968380435	0.053899901
-50.53409031	9.557526229	-27.21803681	H2O	110	2.973797202	0.054204429
-43.97450603	17.79435121	-25.36438377	H2O	100	3.020094466	0.054145416
-36.08875471	24.78469605	-24.2254888	H2O	90	3.062289107	0.053698235
-27.25739601	27.00144526	-22.40487929	H2O	80	3.149733354	0.052311445
-18.35495596	25.19297188	-20.8128664	H2O	70	3.272261566	0.05010055
-30.15695675	3.778836397	-52.64609781	H2O	170	3.012154393	0.053907599
-30.02563756	9.049304138	-52.03952586	H2O	160	3.006516034	0.054279561
-29.35618613	14.16738681	-50.74538971	H2O	150	3.00034155	0.054696245
-28.18786003	19.03256435	-48.71128947	H2O	140	2.995932738	0.055094573
-26.55010952	23.47209064	-45.97323571	H2O	130	2.995853161	0.055397246
-24.48502035	27.28545366	-42.63803995	H2O	120	3.00272494	0.055529775
-22.11928154	30.25286544	-38.87587215	H2O	110	3.018866007	0.055411417
-19.52969434	32.05737931	-35.07541293	H2O	100	3.044650392	0.054940301
-16.82157343	32.41060447	-31.4746433	H2O	90	3.082529975	0.054032424
-14.00373019	30.68938694	-28.11618438	H2O	80	3.140614056	0.052524724
-11.06424835	26.18633574	-24.99267694	H2O	70	3.230908487	0.050281637
-26.76189163	5.505825038	-53.01712176	H2O	170	3.017684403	0.053399931
-24.36481684	6.1695106	-54.86098075	H2O	160	3.009546084	0.053998927
-20.77177076	9.975785352	-55.25891766	H2O	150	3.004015678	0.054179831
-16.76999702	13.56291313	-54.85003227	H2O	140	3.000391823	0.054339314
-12.53439566	16.83402877	-53.61686633	H2O	130	3.000955348	0.054422613
-8.302866311	19.58871471	-51.62479116	H2O	120	3.007400897	0.054361193
-4.38871487	21.61814541	-49.00950206	H2O	110	3.020417168	0.054082976
-1.223578723	22.68071878	-46.01505111	H2O	100	3.038289181	0.053470394
1.181758822	22.32041774	-43.33771576	H2O	90	3.054842527	0.052215686
0.959697012	21.49258151	-38.68982429	H2O	80	3.135981942	0.05106024
-0.863322029	19.91260446	-31.90550516	H2O	70	3.281923891	0.049675917
-26.26507631	1.449990359	-54.01496877	H2O	170	3.016159447	0.05360111
-22.6519915	-0.032416963	-56.06021553	H2O	160	3.008388291	0.05334535
-12.34573929	0.004984591	-57.76399084	H2O	140	2.997656323	0.053321835
-6.918450283	0.006772518	-57.36633981	H2O	130	2.996213005	0.053220898
-1.487601306	-0.003134468	-56.21400712	H2O	120	2.999008633	0.053053975
3.534270825	-0.005633137	-54.40097726	H2O	110	3.004401507	0.052742699
8.055455632	0.20424906	-51.87084743	H2O	100	3.01315028	0.05238951
10.74717598	0.341084498	-48.72302093	H2O	90	3.045733422	0.051921018
4.127056327	0.400243177	-37.91897268	H2O	70	3.35945532	0.049201539
-35.33666718	0.160544447	-77.92055108	H2O	160	2.500000546	0.056136034
-40.29438221	0.081134283	-73.68932333	H2O	150	2.499999754	0.055567667
-45.46987284	0.09825577	-68.56038707	H2O	140	2.500001255	0.054967129
-50.67742956	0.296141062	-62.45773188	H2O	130	2.499999863	0.054629549
-54.81347556	4.92866352	-56.39941083	H2O	120	2.499999562	0.054765364
-52.99583972	9.398140084	-53.88478589	H2O	110	2.499999237	0.054729994
-47.82042527	15.08574027	-51.64956524	H2O	100	2.499999783	0.054634148
-39.19373156	16.85722531	-49.20953028	H2O	90	2.499999774	0.05417297
-28.61984483	12.11266883	-46.97614681	H2O	80	2.500000401	0.053018038
-20.41117677	-0.163353008	-45.53522092	H2O	70	2.500000256	0.050619374
-38.96035219	-16.33630447	-76.1605382	H2O	170	2.500001561	0.057218852
-40.61670805	-11.48867083	-74.45623735	H2O	160	2.500000784	0.056300823
-40.98524433	-5.815486743	-73.04277492	H2O	150	2.500001247	0.055071652
-40.41314193	-0.095690368	-71.17300171	H2O	140	2.500000586	0.053850261
-39.24233323	5.304967769	-68.49083921	H2O	130	2.49999965	0.052889999
-37.26949233	9.726909789	-64.81495009	H2O	120	2.499999967	0.052263179
-34.70504051	12.62922401	-60.15373255	H2O	110	2.499999577	0.051960385
-31.39104594	13.35560966	-54.95205562	H2O	100	2.500000463	0.051850018
-27.84635288	11.12339257	-49.59870968	H2O	90	2.499999828	0.051686263
-22.51065449	-4.03721838	-42.91108963	H2O	70	2.499999417	0.049606917
-48.0014644	-15.99008207	-70.70197417	H2O	170	2.499999516	0.0568064
-47.58909117	-9.639441471	-69.96157282	H2O	160	2.500001525	0.055740644
-44.31895181	-4.796878052	-70.32964803	H2O	150	2.50000163	0.054639887
-40.16958464	-0.415158663	-70.26032536	H2O	140	2.50000095	0.053546314
-35.54704067	3.620528774	-69.30802284	H2O	130	2.500000672	0.052652552
-30.66078771	6.839723284	-67.04484067	H2O	120	2.500000707	0.052033586
-25.50888857	8.812181636	-63.87528123	H2O	110	2.500000134	0.051749955
-20.67419721	9.361317529	-59.74915787	H2O	100	2.500000109	0.051638815
-16.7770143	8.823333835	-56.22797933	H2O	90	2.499999328	0.051755398
