Below are data for ortho-tolunitrile in purely electrostatic and CN-HB-conditions with water and MeOH.
Electric fields and HB geometry are reported together with vibrational frequencies and TDMs of the CN.
See 10.26434/chemrxiv-2024-rjm5p for further details

EF_x	EF_y	EF_z	env	HB_angle	HB_distance	v
-9.7335	-1.4074	-17.3620	H2O	170.00	4.00	2235.93
-9.6739	-3.3634	-17.1709	H2O	160.00	4.00	2235.58
-9.0467	-7.1805	-16.1627	H2O	140.00	4.00	2234.25
-8.5796	-8.9606	-15.4097	H2O	130.00	4.00	2233.37
-7.9433	-10.6893	-14.5828	H2O	120.00	4.00	2232.37
-6.5248	-14.1291	-12.7493	H2O	100.00	4.00	2230.07
0.3884	-13.3404	-1.9552	H2O	70.00	4.00	2232.25
-10.6986	-0.9448	-16.8741	H2O	170.00	4.00	2235.98
-11.7085	-2.3791	-16.1124	H2O	160.00	4.00	2235.71
-12.5616	-3.7542	-15.1356	H2O	150.00	4.00	2235.22
-13.2603	-5.0636	-13.9986	H2O	140.00	4.00	2234.57
-13.9584	-6.0067	-12.7665	H2O	130.00	4.00	2233.81
-14.1867	-7.4856	-11.5110	H2O	120.00	4.00	2233.03
-14.1030	-7.9593	-10.3250	H2O	110.00	4.00	2232.55
-13.6274	-8.7140	-9.6218	H2O	100.00	4.00	2232.06
-12.4888	-8.9631	-10.0186	H2O	90.00	4.00	2230.96
-11.6035	-9.5381	-10.1991	H2O	80.00	4.00	2227.23
-11.0446	-0.1873	-16.7127	H2O	170.00	4.00	2236.03
-12.5821	0.0016	-15.7183	H2O	160.00	4.00	2235.82
-13.9345	-0.0047	-14.4850	H2O	150.00	4.00	2235.40
-17.9634	-0.0232	-8.9643	H2O	110.00	4.00	2233.17
-18.4708	-0.0090	-8.6397	H2O	100.00	4.00	2231.50
-18.3114	-0.0035	-9.8623	H2O	90.00	4.00	2225.44
-10.0534	0.2205	-12.6982	H2O	160.00	4.25	2235.17
-11.1418	0.3316	-11.7504	H2O	150.00	4.25	2234.84
-12.0707	0.1095	-10.7069	H2O	140.00	4.25	2234.45
-14.1922	-0.0724	-7.5590	H2O	110.00	4.25	2233.35
-13.7482	-1.1376	-7.7637	H2O	100.00	4.25	2232.63
-10.7001	-3.5700	-9.0608	H2O	90.00	4.25	2231.10
-8.1525	-6.2396	-9.0773	H2O	80.00	4.25	2229.61
-5.0733	-8.1185	-7.8408	H2O	70.00	4.25	2228.84
-7.7943	-1.1302	-13.9854	H2O	170.00	4.25	2235.26
-7.7507	-2.7189	-13.8442	H2O	160.00	4.25	2234.99
-7.5683	-4.2782	-13.5420	H2O	150.00	4.25	2234.55
-7.2613	-5.7939	-13.0901	H2O	140.00	4.25	2233.98
-6.8590	-7.2514	-12.5140	H2O	130.00	4.25	2233.28
-6.3719	-8.6303	-11.8654	H2O	120.00	4.25	2232.51
-5.8601	-10.0133	-11.1200	H2O	110.00	4.25	2231.63
-4.5489	-12.6356	-9.7541	H2O	90.00	4.25	2229.73
0.6110	-10.3546	-1.2103	H2O	70.00	4.25	2232.84
-10.0479	-3.0141	-12.2634	H2O	150.00	4.25	2234.72
-11.5254	-5.9429	-9.2765	H2O	120.00	4.25	2233.74
-11.0435	-6.1701	-8.6276	H2O	110.00	4.25	2232.72
-9.3590	-6.5125	-8.4883	H2O	90.00	4.25	2232.04
-8.0609	-6.3709	-9.0398	H2O	80.00	4.25	2229.49
-6.8123	-6.8380	-7.8653	H2O	70.00	4.25	2226.03
-8.8279	-0.1790	-13.4610	H2O	170.00	4.25	2235.33
-10.0762	-0.0102	-12.6990	H2O	160.00	4.25	2235.16
-11.1440	-0.0174	-11.7529	H2O	150.00	4.25	2234.85
-12.0666	-0.0307	-10.7115	H2O	140.00	4.25	2234.43
-13.5840	-0.0113	-8.5076	H2O	120.00	4.25	2233.72
-14.2006	-0.0034	-7.5518	H2O	110.00	4.25	2233.34
-14.4925	-0.0043	-7.2954	H2O	100.00	4.25	2232.75
-14.0270	0.0962	-8.5412	H2O	90.00	4.25	2228.34
-7.1320	0.3532	-11.1194	H2O	170.00	4.50	2234.84
-8.1663	0.3742	-10.4869	H2O	160.00	4.50	2234.73
-9.0635	0.3733	-9.7384	H2O	150.00	4.50	2234.48
-9.7356	0.1532	-8.9198	H2O	140.00	4.50	2234.20
-10.9278	-0.0456	-7.2188	H2O	120.00	4.50	2233.65
-11.3714	-0.0255	-6.4750	H2O	110.00	4.50	2233.45
-11.4946	-0.0264	-6.3118	H2O	100.00	4.50	2232.98
-8.2657	-1.6685	-7.9901	H2O	90.00	4.50	2232.09
-6.0548	-3.5227	-8.1210	H2O	80.00	4.50	2230.64
-3.3832	0.6270	-11.4772	H2O	70.00	4.50	2229.92
-6.3741	-0.9210	-11.5092	H2O	170.00	4.50	2234.80
-6.3443	-2.2197	-11.4068	H2O	160.00	4.50	2234.60
-6.1993	-3.5010	-11.1687	H2O	150.00	4.50	2234.26
-5.9508	-4.7543	-10.8045	H2O	140.00	4.50	2233.81
-5.6263	-5.9341	-10.3514	H2O	130.00	4.50	2233.28
-5.2198	-7.0574	-9.8315	H2O	120.00	4.50	2232.66
-4.9748	-7.9115	-9.2979	H2O	110.00	4.50	2232.14
-4.2486	-9.1714	-8.6924	H2O	100.00	4.50	2231.23
-2.9861	-11.3097	-7.5585	H2O	80.00	4.50	2229.65
0.7141	-8.4231	-0.8216	H2O	70.00	4.50	2233.04
-6.9932	-0.6111	-11.1960	H2O	170.00	4.50	2234.84
-7.6498	-1.5535	-10.7302	H2O	160.00	4.50	2234.67
-8.1986	-2.4580	-10.1340	H2O	150.00	4.50	2234.39
-8.6229	-3.3086	-9.4500	H2O	140.00	4.50	2234.01
-9.3620	-4.7859	-7.7967	H2O	120.00	4.50	2232.88
-8.7831	-4.8951	-7.2921	H2O	110.00	4.50	2232.86
-8.2348	-5.1777	-6.8529	H2O	100.00	4.50	2232.70
-7.2392	-4.9019	-7.1231	H2O	90.00	4.50	2232.61
-5.7618	-4.1438	-7.9309	H2O	80.00	4.50	2231.21
-4.3224	-4.1205	-7.2872	H2O	70.00	4.50	2228.52
-7.2040	-0.1650	-11.0838	H2O	170.00	4.50	2234.86
-8.2029	-0.0316	-10.4821	H2O	160.00	4.50	2234.73
-9.0907	-0.0103	-9.7253	H2O	150.00	4.50	2234.49
-9.8172	-0.0306	-8.9025	H2O	140.00	4.50	2234.18
-10.3217	-0.0028	-8.8614	H2O	80.00	4.50	2221.24
-5.9054	0.3395	-9.3301	H2O	170.00	4.75	2234.53
-6.7097	0.5936	-8.8281	H2O	160.00	4.75	2234.43
-7.4866	0.4335	-8.1852	H2O	150.00	4.75	2234.24
-8.1084	0.0868	-7.5034	H2O	140.00	4.75	2234.01
-1.2123	0.9263	-10.7239	H2O	130.00	4.75	2233.45
-8.8975	-0.0310	-6.1991	H2O	120.00	4.75	2233.61
-9.2281	-0.0189	-5.6029	H2O	110.00	4.75	2233.50
0.5911	0.4341	-9.8755	H2O	100.00	4.75	2232.61
-6.6110	-0.4958	-7.0326	H2O	90.00	4.75	2232.77
-4.5889	-1.5816	-7.2992	H2O	80.00	4.75	2231.50
-3.5274	0.0065	-9.3545	H2O	70.00	4.75	2231.26
-5.2842	-1.8402	-9.5587	H2O	160.00	4.75	2234.34
-5.1662	-2.9061	-9.3655	H2O	150.00	4.75	2234.07
-4.9668	-3.9367	-9.0719	H2O	140.00	4.75	2233.72
-4.6897	-4.9267	-8.6945	H2O	130.00	4.75	2233.29
-4.3512	-5.8569	-8.2597	H2O	120.00	4.75	2232.80
-3.9631	-6.7128	-7.7991	H2O	110.00	4.75	2232.25
-3.5223	-7.5356	-7.3243	H2O	100.00	4.75	2231.66
0.7290	-7.1151	-0.6453	H2O	70.00	4.75	2233.04
-5.6573	-0.7992	-9.3641	H2O	170.00	4.75	2234.42
-6.3561	-1.2829	-8.9976	H2O	160.00	4.75	2234.40
-6.7980	-2.0324	-8.5095	H2O	150.00	4.75	2234.17
-7.1350	-2.7321	-7.9559	H2O	140.00	4.75	2233.88
-7.3443	-3.3848	-7.3608	H2O	130.00	4.75	2233.52
-7.0814	-3.9446	-6.2227	H2O	110.00	4.75	2232.98
-6.5430	-4.0964	-5.8418	H2O	100.00	4.75	2232.89
-5.6454	-3.7834	-5.9375	H2O	90.00	4.75	2232.85
-4.3364	-2.6885	-6.8797	H2O	80.00	4.75	2232.25
-2.9306	-2.2133	-6.7358	H2O	70.00	4.75	2230.31
-5.9829	-0.1556	-9.2825	H2O	170.00	4.75	2234.54
-6.8116	-0.0321	-8.7879	H2O	160.00	4.75	2234.44
-7.5215	-0.0077	-8.1823	H2O	150.00	4.75	2234.25
-8.9177	-0.0286	-6.1858	H2O	120.00	4.75	2233.60
-9.2183	-0.0038	-5.6133	H2O	110.00	4.75	2233.48
-8.8513	-0.0057	-6.2656	H2O	90.00	4.75	2231.90
-7.7782	-0.0005	-7.9704	H2O	80.00	4.75	2225.60
-1.0750	0.7659	-9.0521	H2O	130.00	5.00	2233.44
-7.5440	-0.0535	-4.9137	H2O	110.00	5.00	2233.50
-7.2324	-0.2338	-4.9977	H2O	100.00	5.00	2233.44
-3.6169	-0.2269	-6.5931	H2O	80.00	5.00	2232.13
-3.2467	-0.0082	-8.0462	H2O	70.00	5.00	2231.70
-4.4651	-1.5553	-8.1186	H2O	160.00	5.00	2234.16
-3.3443	-5.6178	-6.6327	H2O	110.00	5.00	2232.49
-2.9584	-6.2710	-6.2369	H2O	100.00	5.00	2232.01
0.6701	-6.2079	-0.6213	H2O	70.00	5.00	2233.12
-5.7670	-3.2327	-5.3179	H2O	110.00	5.00	2233.08
-5.2625	-3.3224	-4.9927	H2O	100.00	5.00	2233.04
-4.4807	-3.0436	-4.9878	H2O	90.00	5.00	2233.01
-3.4276	-1.8055	-5.9034	H2O	80.00	5.00	2232.81
-2.3268	-1.0263	-6.1499	H2O	70.00	5.00	2231.48
-5.0480	0.1287	-7.8797	H2O	170.00	5.00	2234.32
-7.5465	-0.0053	-4.9143	H2O	110.00	5.00	2233.49
-7.3324	-0.0156	-4.9690	H2O	100.00	5.00	2233.41
-7.2283	-0.0032	-5.3540	H2O	90.00	5.00	2232.69
-6.0507	-0.0036	-7.1340	H2O	80.00	5.00	2228.96
-31.4775	0.1856	-46.6741	MeOH	170.00	2.9903	2243.528181
-35.0673	0.2593	-44.0063	MeOH	160.00	2.9850	2242.835013
-38.3692	-0.2103	-40.6504	MeOH	150.00	2.9781	2241.644381
-39.7412	0.2272	-33.5442	MeOH	140.00	2.9647	2240.99882
-44.8817	0.0797	-32.4340	MeOH	130.00	2.9668	2238.13756
-47.5336	-4.1249	-28.3340	MeOH	120.00	2.9638	2236.259903
-46.7563	-8.6626	-26.0598	MeOH	110.00	2.9725	2233.66518
-40.4193	-15.3826	-24.4696	MeOH	100.00	3.0208	2229.389271
-9.8212	-18.6010	-17.6879	MeOH	70.00	3.3290	2225.950308
-28.1355	-4.0417	-48.6328	MeOH	170.00	2.9921	2243.294662
-27.9539	-9.0394	-48.0672	MeOH	160.00	2.9895	2242.194539
-27.3020	-13.9176	-46.8447	MeOH	150.00	2.9862	2240.428603
-26.0875	-18.5182	-45.0231	MeOH	140.00	2.9847	2238.116349
-24.4687	-22.6592	-42.5868	MeOH	130.00	2.9874	2235.430828
-22.4679	-26.0068	-39.6702	MeOH	120.00	2.9973	2232.718145
-20.3849	-28.3596	-36.4262	MeOH	110.00	3.0156	2230.296858
-18.3901	-29.4447	-33.1426	MeOH	100.00	3.0419	2228.471798
-16.1498	-29.0095	-30.1662	MeOH	90.00	3.0783	2227.265042
-11.0805	-20.8692	-25.3248	MeOH	70.00	3.2096	2226.357839
-30.6343	-2.7249	-47.2290	MeOH	170.00	2.9909	2243.410797
-33.0463	-6.4107	-45.2317	MeOH	160.00	2.9868	2242.505706
-35.1564	-10.0425	-42.6082	MeOH	150.00	2.9814	2241.047674
-36.8728	-13.5625	-39.4074	MeOH	140.00	2.9761	2239.112813
-38.0519	-16.8829	-35.6758	MeOH	130.00	2.9732	2236.972075
-36.2936	-17.4444	-29.7077	MeOH	120.00	2.9716	2235.506748
-33.9654	-22.0581	-24.2215	MeOH	110.00	2.9716	2234.953616
-30.9980	-22.7250	-21.2663	MeOH	100.00	3.0188	2231.920072
-25.7104	-21.1570	-19.1554	MeOH	90.00	3.1062	2227.969343
-19.9000	-18.4390	-17.2878	MeOH	80.00	3.2227	2223.486693
-31.4446	0.5528	-46.6560	MeOH	170.00	2.9902	2243.527317
-35.0661	0.1157	-44.0119	MeOH	160.00	2.9850	2242.834246
-38.3621	-0.2987	-40.6511	MeOH	150.00	2.9781	2241.643038
-41.0160	0.8576	-36.5611	MeOH	140.00	2.9708	2240.028654
-44.4970	-1.1722	-32.3738	MeOH	130.00	2.9669	2238.084291
-48.7924	0.6684	-28.1277	MeOH	120.00	2.9662	2236.139545
-48.9804	-1.1639	-24.9695	MeOH	110.00	2.9833	2232.81019
-45.6295	-0.1429	-22.6162	MeOH	100.00	3.0548	2226.420514
-35.4550	0.0500	-73.2603	MeOH	160.00	2.5000	2252.528321
-38.5851	0.0347	-69.6505	MeOH	150.00	2.5000	2251.620063
-42.7897	-0.0304	-65.1911	MeOH	140.00	2.5000	2250.284021
-47.0903	0.4373	-59.9117	MeOH	130.00	2.5000	2248.359718
-51.0104	4.6805	-54.5022	MeOH	120.00	2.5000	2246.265626
-49.0817	8.6088	-52.6463	MeOH	110.00	2.5000	2242.116219
-44.0727	-13.0287	-50.8585	MeOH	100.00	2.5000	2237.625315
-35.6910	-13.3812	-48.7361	MeOH	90.00	2.5000	2234.856676
-25.5552	6.8427	-46.5924	MeOH	80.00	2.5000	2234.785843
-17.6817	-7.6755	-45.1551	MeOH	70.00	2.5000	2235.35414
-39.6813	7.1182	-71.3768	MeOH	160.00	2.5000	2253.125893
-39.4066	4.0462	-69.4839	MeOH	150.00	2.5000	2252.123958
-38.7089	-0.0092	-67.4279	MeOH	140.00	2.5000	2250.477421
-37.4432	-4.0457	-64.7668	MeOH	130.00	2.5000	2248.279671
-35.5462	-7.4220	-61.3446	MeOH	120.00	2.5000	2245.772481
-33.0469	-9.4101	-57.1040	MeOH	110.00	2.5000	2243.266443
-30.0704	-9.3627	-52.3222	MeOH	100.00	2.5000	2241.038364
-26.8992	-6.3823	-47.4548	MeOH	90.00	2.5000	2239.486175
-24.1299	0.2053	-43.4516	MeOH	80.00	2.5000	2239.073173
-22.2627	10.8723	-41.9457	MeOH	70.00	2.5000	2237.945984
-37.7483	3.9772	-72.8849	MeOH	160.00	2.5000	2252.780557
-38.0531	1.0991	-70.2129	MeOH	150.00	2.5000	2251.729288
-40.6326	-2.0892	-66.5657	MeOH	140.00	2.5000	2250.331147
-43.0700	-5.7154	-62.1379	MeOH	130.00	2.5000	2248.475182
-45.8172	-9.6643	-56.9070	MeOH	120.00	2.5000	2246.178093
-46.6342	-12.9464	-52.3909	MeOH	110.00	2.5000	2243.052984
-43.1088	-14.1955	-50.5604	MeOH	100.00	2.5000	2238.541444
-36.7067	-12.6769	-49.1192	MeOH	90.00	2.5000	2233.209851
-25.7306	-6.8188	-47.8199	MeOH	80.00	2.5000	2228.57037
-8.6787	4.4571	-48.1687	MeOH	70.00	2.5000	2222.60099
-39.9199	1.7099	-73.1017	MeOH	160.00	2.5000	2252.201414
-38.5858	0.0496	-69.6510	MeOH	150.00	2.5000	2251.620447
-42.7506	-0.0061	-65.1841	MeOH	140.00	2.5000	2250.286613
-47.0880	0.1365	-59.9198	MeOH	130.00	2.5000	2248.35108
-51.1694	1.0093	-54.5411	MeOH	120.00	2.5000	2246.165231
-48.6602	0.9110	-53.2113	MeOH	110.00	2.5000	2241.565102
-43.1224	1.0892	-53.0521	MeOH	100.00	2.5000	2232.686856
-28.7921	0.0563	-50.8042	MeOH	90.00	2.5000	2225.02746
-17.4551	0.6048	-49.9687	MeOH	80.00	2.5000	2214.712873
-39.8834	0.5074	-60.5753	MeOH	170.00	2.7500	2247.376595
-43.4015	0.3834	-57.3534	MeOH	160.00	2.7500	2246.297972
-45.9781	-0.0246	-50.5395	MeOH	150.00	2.7500	2245.188635
-48.6325	0.0194	-45.4570	MeOH	140.00	2.7500	2243.13783
-54.9871	-0.4858	-44.1428	MeOH	130.00	2.7500	2240.459604
-57.3978	5.6274	-39.1626	MeOH	120.00	2.7500	2238.746169
-55.1446	-11.5286	-37.3893	MeOH	110.00	2.7500	2235.445897
-48.3372	-20.0891	-37.1319	MeOH	100.00	2.7500	2231.370106
-40.0880	-24.0160	-36.9981	MeOH	90.00	2.7500	2228.283294
-29.2567	21.3718	-37.2235	MeOH	80.00	2.7500	2227.792068
-17.9479	8.6012	-37.2637	MeOH	70.00	2.7500	2230.165557
-32.2705	-14.0372	-59.3583	MeOH	150.00	2.7500	2244.150323
-34.7790	-20.0159	-59.0195	MeOH	140.00	2.7500	2240.792367
-33.1295	-24.0589	-56.6253	MeOH	130.00	2.7500	2237.821978
-31.2203	-26.9174	-53.6731	MeOH	120.00	2.7500	2235.155174
-29.0417	-28.2973	-50.2203	MeOH	110.00	2.7500	2233.149384
-26.5317	-27.7993	-46.4465	MeOH	100.00	2.7500	2231.921511
-23.5825	-24.4700	-42.5749	MeOH	90.00	2.7500	2231.488546
-20.5877	-17.1090	-38.7831	MeOH	80.00	2.7500	2232.015476
-17.9139	-4.9738	-36.0345	MeOH	70.00	2.7500	2233.400947
-41.3070	-7.3604	-59.0015	MeOH	160.00	2.7500	2245.961082
-43.1314	-11.2216	-55.8654	MeOH	150.00	2.7500	2243.969401
-45.3591	-15.2276	-52.3916	MeOH	140.00	2.7500	2241.5532
-43.9257	-15.7568	-45.9039	MeOH	130.00	2.7500	2240.102559
-48.7159	-21.0465	-43.6869	MeOH	120.00	2.7500	2237.339966
-48.9184	-22.9697	-39.0828	MeOH	110.00	2.7500	2235.630467
-45.9331	-23.5727	-37.3187	MeOH	100.00	2.7500	2232.377992
-41.2501	-22.9357	-36.9292	MeOH	90.00	2.7500	2227.436846
-39.9047	0.3116	-60.5894	MeOH	170.00	2.7500	2247.368341
-43.4350	-0.2678	-57.3574	MeOH	160.00	2.7500	2246.283575
-45.8503	0.2456	-52.3433	MeOH	150.00	2.7500	2244.774673
-48.6947	-1.8912	-45.3443	MeOH	140.00	2.7500	2243.166336
-55.0490	1.4404	-44.1933	MeOH	130.00	2.7500	2240.484943
-57.6207	0.4642	-39.2717	MeOH	120.00	2.7500	2238.410335
-56.8566	-0.7217	-37.3207	MeOH	110.00	2.7500	2234.70378
-52.8614	0.0819	-37.4512	MeOH	100.00	2.7500	2227.89659
-43.6081	0.2399	-39.4077	MeOH	90.00	2.7500	2217.766669
-31.1116	0.1937	-46.1297	MeOH	170.00	3.0000	2243.394097
-34.4571	0.2810	-43.2065	MeOH	160.00	3.0000	2242.641518
-37.4680	-0.1682	-39.5601	MeOH	150.00	3.0000	2241.392434
-39.7437	1.2507	-35.2333	MeOH	140.00	3.0000	2239.743689
-43.2220	-0.0501	-31.0210	MeOH	130.00	3.0000	2237.89617
-45.7088	-3.8597	-26.9134	MeOH	120.00	3.0000	2236.038862
-45.4269	-8.3277	-25.0091	MeOH	110.00	3.0000	2233.606344
-41.3482	-15.8150	-25.2108	MeOH	100.00	3.0000	2229.362877
-27.9263	24.8578	-27.3633	MeOH	80.00	3.0000	2224.534315
-12.8066	-16.9112	-28.1043	MeOH	70.00	3.0000	2226.982573
-27.8633	-3.9996	-48.1672	MeOH	170.00	3.0000	2243.186684
-27.5996	-8.9373	-47.4514	MeOH	160.00	3.0000	2242.06295
-26.8245	-13.7375	-46.0622	MeOH	150.00	3.0000	2240.281849
-25.5810	-18.2575	-44.1711	MeOH	140.00	3.0000	2237.993398
-24.0227	-22.4125	-41.9244	MeOH	130.00	3.0000	2235.361051
-22.3342	-25.9441	-39.5549	MeOH	120.00	3.0000	2232.708835
-20.8705	-28.6319	-37.1558	MeOH	110.00	3.0000	2230.345904
-19.5288	-29.9476	-34.9106	MeOH	100.00	3.0000	2228.648018
-17.8907	-29.3575	-33.0675	MeOH	90.00	3.0000	2227.746094
-16.0047	-25.4576	-31.6145	MeOH	80.00	3.0000	2227.682651
-14.0124	-15.9303	-30.3411	MeOH	70.00	3.0000	2228.793619
-30.3008	-2.6853	-46.7122	MeOH	170.00	3.0000	2243.281896
-32.5325	-6.3028	-44.5109	MeOH	160.00	3.0000	2242.338893
-34.4066	-9.8430	-41.6296	MeOH	150.00	3.0000	2240.843716
-35.8925	-13.2480	-38.2081	MeOH	140.00	3.0000	2238.90684
-35.9522	-14.1597	-33.6004	MeOH	130.00	3.0000	2237.517721
-32.6164	-19.2430	-26.2132	MeOH	120.00	3.0000	2236.691142
-32.8097	-21.4764	-23.1537	MeOH	110.00	3.0000	2234.894588
-31.6719	-23.0498	-21.9864	MeOH	100.00	3.0000	2231.854038
-28.9402	-22.2242	-23.0235	MeOH	90.00	3.0000	2227.549814
-24.9411	-19.8441	-24.3356	MeOH	80.00	3.0000	2222.739105
-31.0877	0.5684	-46.1072	MeOH	170.00	3.0000	2243.39976
-34.4637	0.1361	-43.2104	MeOH	160.00	3.0000	2242.639886
-37.4393	-0.2562	-39.5561	MeOH	150.00	3.0000	2241.393778
-39.8342	0.8137	-35.2720	MeOH	140.00	3.0000	2239.746857
-40.0743	-1.1135	-28.2120	MeOH	130.00	3.0000	2238.660843
-46.7155	1.1914	-26.8398	MeOH	120.00	3.0000	2235.811485
-48.2341	-1.1391	-24.2972	MeOH	110.00	3.0000	2232.768631
-47.7322	-0.0963	-24.6643	MeOH	100.00	3.0000	2226.31532
-22.5251	0.3266	-33.7053	MeOH	170.00	3.2500	2240.540228
-25.1292	0.4069	-31.5734	MeOH	160.00	3.2500	2239.975865
-27.4813	0.2434	-28.8952	MeOH	150.00	3.2500	2239.038716
-29.4426	-0.2902	-25.7942	MeOH	140.00	3.2500	2237.806429
-33.8691	2.0610	-19.5703	MeOH	120.00	3.2500	2235.031935
-34.1572	-5.6001	-17.9692	MeOH	110.00	3.2500	2233.450953
-30.8618	11.2584	-18.3070	MeOH	100.00	3.2500	2230.131388
-28.2302	17.7145	-19.1032	MeOH	90.00	3.2500	2226.525804
-16.4407	20.9481	-17.0544	MeOH	80.00	3.2500	2226.73456
-10.5336	-18.6746	-19.8515	MeOH	70.00	3.2500	2226.047535
-20.1080	-2.6174	-35.1762	MeOH	170.00	3.2500	2240.357482
-19.9574	-6.4332	-34.6822	MeOH	160.00	3.2500	2239.497981
-19.4096	-10.1646	-33.6783	MeOH	150.00	3.2500	2238.129978
-18.4632	-13.7061	-32.2896	MeOH	140.00	3.2500	2236.385541
-17.1869	-17.0256	-30.6314	MeOH	130.00	3.2500	2234.382727
-15.8256	-20.1665	-28.8563	MeOH	120.00	3.2500	2232.282396
-14.4941	-23.0786	-27.1403	MeOH	110.00	3.2500	2230.208268
-13.4291	-25.5062	-25.6883	MeOH	100.00	3.2500	2228.331092
-11.7971	-26.1464	-24.1567	MeOH	80.00	3.2500	2226.009431
-10.5992	-21.4154	-24.3437	MeOH	70.00	3.2500	2225.858455
-21.9693	-1.6316	-34.0873	MeOH	170.00	3.2500	2240.44348
-23.7380	-4.4345	-32.4758	MeOH	160.00	3.2500	2239.725741
-25.2143	-7.1640	-30.3548	MeOH	150.00	3.2500	2238.579068
-26.3709	-9.7657	-27.8434	MeOH	140.00	3.2500	2237.140232
-26.0714	-12.1751	-19.9129	MeOH	120.00	3.2500	2234.801103
-26.7622	-15.2944	-18.1360	MeOH	110.00	3.2500	2233.16666
-26.7302	-17.9627	-17.4367	MeOH	100.00	3.2500	2230.661294
-27.6794	-19.9225	-19.1969	MeOH	90.00	3.2500	2226.288829
-19.3540	-18.1687	-16.5557	MeOH	80.00	3.2500	2223.491492
-22.4895	0.7764	-33.6946	MeOH	170.00	3.2500	2240.543203
-27.4903	0.1163	-28.8984	MeOH	150.00	3.2500	2239.038428
-29.4582	-0.1326	-25.7985	MeOH	140.00	3.2500	2237.809501
-34.2841	0.9746	-19.5242	MeOH	120.00	3.2500	2234.905722
-36.8114	-0.7474	-17.1637	MeOH	110.00	3.2500	2232.68724
-37.6973	-0.2535	-17.1989	MeOH	100.00	3.2500	2227.368508
-37.3123	0.0529	-19.1775	MeOH	90.00	3.2500	2216.575365
-16.2670	0.4856	-24.9592	MeOH	170.00	3.5000	2238.700003
-18.2679	0.4877	-23.4559	MeOH	160.00	3.5000	2238.261182
-20.1216	0.4655	-21.5922	MeOH	150.00	3.5000	2237.527607
-21.6687	0.1851	-19.4000	MeOH	140.00	3.5000	2236.587867
-21.6541	0.5603	-13.9853	MeOH	130.00	3.5000	2236.492943
-25.4914	-3.7033	-13.7891	MeOH	110.00	3.5000	2233.366682
-15.9831	14.8973	-10.7091	MeOH	90.00	3.5000	2230.185905
-8.2692	18.2413	-13.2456	MeOH	70.00	3.5000	2226.174229
-14.5918	-1.5195	-25.9326	MeOH	170.00	3.5000	2238.564095
-14.5536	-4.4009	-25.6422	MeOH	160.00	3.5000	2237.88878
-14.2474	-7.2537	-24.9723	MeOH	150.00	3.5000	2236.818891
-13.6254	-9.9924	-24.0223	MeOH	140.00	3.5000	2235.444073
-12.7130	-12.5356	-22.8765	MeOH	130.00	3.5000	2233.891309
-11.6340	-14.9806	-21.6306	MeOH	120.00	3.5000	2232.23527
-10.5970	-17.4930	-20.3867	MeOH	110.00	3.5000	2230.560131
-9.5867	-19.9743	-19.2768	MeOH	100.00	3.5000	2228.909179
-8.0254	-23.6920	-18.2957	MeOH	80.00	3.5000	2225.836092
-7.2045	-23.5225	-18.7525	MeOH	70.00	3.5000	2224.602365
-15.9318	-0.8284	-25.1801	MeOH	170.00	3.5000	2238.617172
-17.3319	-2.9623	-24.0541	MeOH	160.00	3.5000	2238.058281
-18.5004	-5.0599	-22.5901	MeOH	150.00	3.5000	2237.154629
-19.4308	-7.0293	-20.8308	MeOH	140.00	3.5000	2236.040973
-19.4422	-8.4987	-14.4372	MeOH	120.00	3.5000	2234.416512
-20.0382	-10.8369	-13.3532	MeOH	110.00	3.5000	2233.224536
-20.4792	-13.1795	-12.8257	MeOH	100.00	3.5000	2231.536728
-19.8285	-15.1947	-13.6285	MeOH	90.00	3.5000	2227.422449
-12.9567	-14.6092	-12.3115	MeOH	70.00	3.5000	2219.819873
-16.2301	0.8710	-24.9509	MeOH	170.00	3.5000	2238.701635
-18.2677	0.5598	-23.4655	MeOH	160.00	3.5000	2238.262334
-20.1173	0.3182	-21.5800	MeOH	150.00	3.5000	2237.523768
-21.6659	0.1533	-19.3978	MeOH	140.00	3.5000	2236.588443
-21.6342	1.8737	-13.9432	MeOH	130.00	3.5000	2236.478162
-27.4878	-0.4560	-13.2858	MeOH	110.00	3.5000	2232.891197
-28.6824	-0.3139	-13.1698	MeOH	100.00	3.5000	2228.958417
-29.2503	-0.0070	-14.5103	MeOH	90.00	3.5000	2219.249944
-12.0441	0.5394	-19.1785	MeOH	170.00	3.7500	2237.271149
-13.6626	0.4135	-18.1280	MeOH	160.00	3.7500	2236.946064
-15.1478	0.4661	-16.7629	MeOH	150.00	3.7500	2236.392452
-16.4541	0.3634	-15.1956	MeOH	140.00	3.7500	2235.691126
-17.5460	0.1452	-13.4503	MeOH	130.00	3.7500	2234.893916
-18.3033	4.7788	-11.6494	MeOH	100.00	3.7500	2231.600362
-9.3572	13.5280	-7.9998	MeOH	80.00	3.7500	2229.040576
-6.0854	15.1946	-8.6861	MeOH	70.00	3.7500	2227.512094
-10.8793	-0.7503	-19.8169	MeOH	170.00	3.7500	2237.176033
-10.9602	-2.9666	-19.6059	MeOH	160.00	3.7500	2236.678472
-10.8041	-5.1792	-19.1499	MeOH	150.00	3.7500	2235.878479
-10.4256	-7.3437	-18.4847	MeOH	140.00	3.7500	2234.837192
